Mass,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24
365.1275886,52182222,0,0,0,0,0,0,0,0,0,0,2870679,0,0,0,0,0,0,0,0,0,0,0,0
365.1354026,0,0,32420432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15999141,0,0,0,0,0
365.1394561,3608798,6914977,10868565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.1453345,0,0,0,0,0,0,0,0,0,0,6297913,0,0,0,0,6901621,0,0,0,0,0,0,0,4905100
365.1605853,148421883,321386686,341140587,32776104,141070754,82334267,38433090,49660520,66589201,19929715,101912266,9936081,61562933,74516782,17830374,277421833,135936132,203537905,152416705,173133391,191111066,74790193,215470105,242416858
365.1639501,0,0,0,0,0,0,0,0,7456022,0,0,0,0,35785009,0,0,0,0,0,0,0,13631284,16040731,0
365.1718284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5607201,0
365.1758441,0,0,6423035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.1817185,0,0,0,0,0,0,0,0,2527149,0,0,0,0,0,0,7128101,0,0,0,0,0,0,0,0
365.1969708,76072238,164063471,171689105,8910290,45900244,23528041,12813407,19324052,25335362,5958164,36427507,3361711,22335573,28469588,3259394,113176377,61570239,94438932,64737769,89339499,92010441,31071060,80820276,82201853
365.2122296,0,0,3157537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365.2333578,3952800,0,8163255,0,0,0,0,4183040,3804018,0,7877915,0,0,6905977,0,6696937,0,3974967,0,4031558,4843256,0,4590287,0
366.0289329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6483838,0,3303812,0,0,0,8033952,0
366.0322781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817971,0,0,0,0,0,0,0,0
366.046688,0,0,2941062,0,0,11527577,0,0,0,0,0,0,0,0,0,0,5055002,0,3878168,0,0,0,0,5492131
366.0619163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4255611,0,0,0,0
366.0619532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934949,0,0,0
366.0653046,0,10435982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10784173,8497406,12443689,0,10083515,0
366.0983354,0,5090939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3375419,0,0,3637972,0,0,0
366.10419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7113975,5995521,0,0,0,0,0,0
366.1095092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3555868,0
366.1095503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681438,0,0,0,0,0
366.1228236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674221,0,0,0,0,0
366.176978,0,0,0,0,0,0,0,0,0,3172695,0,0,0,0,0,0,6656875,0,0,0,0,0,0,0
366.1922322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6074317,0,0,0
366.2762377,0,0,0,0,0,0,0,0,2828189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366.3013324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4044081,0,0,0,0
366.3013823,0,0,0,0,0,0,4954323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.0129081,0,0,5662575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8489329,0,0,0,0,0,0
367.0129602,2901863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11316362,0,0,0,4542027,0,0,0,0
367.0162759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4221877,0,0,0,0,0,0
367.0207641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4468360,0,0,0,0,0,0,0,0,0
367.0306962,0,0,0,4402539,4697905,8744822,0,0,0,2668507,5087189,2462400,22654088,0,8191120,13631137,0,0,0,0,0,0,7098892,4943556
367.0340646,0,0,0,0,0,0,0,0,0,0,0,0,9543051,0,0,0,0,13185030,0,0,0,0,9463438,0
367.0459425,0,0,8331025,0,0,0,0,0,0,0,3718502,0,0,0,0,0,5396435,0,3496109,3842404,5387279,0,5179159,6808658
367.0493146,0,20775620,26697236,0,0,6825101,0,0,3541281,0,0,0,9690008,0,0,0,0,0,0,0,0,9090467,0,19492310
367.0526676,0,7805512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9159192,4375029,0,5195927,0,0,0
367.0605475,0,6388563,9111840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6302112,0,0,0,0,6560674,0
367.0670789,53258032,85957340,84038695,107237396,130884579,147096484,75210559,84475735,79340537,76597564,145757949,26995901,334519976,258910443,74297773,214194385,117720180,93963558,98259461,58154996,95420713,78808115,128439719,129027046
367.0704038,8869684,12344544,13841962,17114391,9771240,20625832,11859265,9891163,7111037,0,16674817,0,35621034,31604974,0,47965397,31375993,34129705,14850568,16228087,21226798,20742199,32746921,23112682
367.0704612,0,0,0,0,0,0,0,0,0,8690111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.0783302,5861439,0,0,10709792,0,21974450,0,0,0,7290566,0,0,16668337,0,0,0,0,0,7873681,0,9962040,6053246,0,0
367.0823348,0,12792816,20533814,0,4504248,0,0,2716233,0,0,2743790,0,0,0,0,9912293,5840908,9083189,0,7144960,9900605,4515906,8441010,5736949
367.0856837,0,0,36498490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20777474,0,0,0,0
367.0890577,0,0,0,0,0,0,0,0,0,0,0,0,10878651,0,0,0,0,0,0,9956101,0,0,0,0
367.0935261,0,6334463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.0968947,0,0,5907909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.1034644,163133281,344023821,355798092,198697020,363797525,265061330,154500956,176684930,194677801,128831837,372016933,53684442,425893575,411191569,114618826,464496897,227374253,280249673,236993069,186340368,272439640,193563733,343561666,401482761
367.1067963,25037158,51735313,59209808,18287936,19534362,53356502,10818143,10012422,19956270,14547807,25699625,0,46776010,43556628,7218636,84660485,106087602,68595021,45947441,34045458,45403484,51033176,81771973,0
367.1068349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65277964
367.1146762,0,0,29238872,0,0,0,0,14655119,14867512,0,0,0,0,9157405,9359827,0,19337151,23738708,19377210,17978648,0,0,29623755,0
367.118719,7673462,17722402,27273820,0,5832618,0,0,0,0,0,0,0,6570964,0,0,9558805,0,8446424,6703806,8111259,8252011,4243235,7998029,8196631
367.1220908,0,0,0,0,0,0,0,0,5328450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.1245951,0,0,0,0,0,0,0,4933019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.1398499,176371603,393421630,418794610,94963813,263474247,188015616,78208890,103890861,124240986,57237885,219010893,28099830,144565991,180594999,46076391,399976752,178058471,269886829,203549270,204534827,263420294,149650551,319567325,383099947
367.1432051,0,0,56273013,0,0,0,0,0,0,0,0,3286041,0,29792059,0,152553781,198116588,46147952,0,29493294,0,41276538,0,30811694
367.1510601,11009442,0,0,0,0,0,0,4678459,0,0,0,0,0,0,0,0,0,0,0,0,12341140,0,16129510,0
367.1551063,3586855,10562643,18033282,0,0,0,0,0,0,0,3574814,0,0,0,0,0,0,4907259,0,3320567,5054873,0,3747561,4778361
367.1584349,0,0,0,0,0,0,0,0,33496690,0,0,0,0,0,0,0,0,0,6511978,0,0,0,0,0
367.1584928,0,0,0,0,0,0,0,0,0,0,0,0,12707063,0,0,0,0,0,0,0,0,0,0,0
367.1762354,104912836,235914095,250309783,27062926,79373433,71427118,24862616,31479769,46095498,15400862,75376501,5472403,37917447,74951005,10910979,191351136,109276448,144528784,106031742,122967111,137042356,62104729,142915065,155194445
367.1914941,0,3254148,6315047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367.2126194,34445301,81591200,88956093,8753591,26023083,15260508,7654325,13267204,15776698,5760062,28429213,2866192,19254822,34206083,3594720,57391504,31587673,48957875,32007846,39655522,42830306,13983675,34682388,35693680
367.2312302,0,0,0,0,0,0,0,0,0,0,0,0,55123766,95207831,0,0,0,0,0,0,0,0,0,0
367.2489977,0,0,0,0,0,0,0,0,0,0,0,0,20151110,8238506,0,0,0,0,0,0,0,0,0,0
368.0558102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3418188,0
368.0622834,5698415,0,5271719,0,0,0,0,0,8069795,0,0,0,0,0,0,0,10461326,0,8971990,4653156,8002963,0,0,0
368.0623513,0,0,0,0,0,0,8716141,8658933,0,0,11182656,0,0,0,0,0,0,0,0,0,0,6046155,0,10801295
368.0735564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5585562,0
368.0744532,0,2955241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.0775611,3172355,0,0,0,3695314,0,0,0,0,0,0,0,0,0,0,0,0,3800701,0,0,0,0,4724765,0
368.0809538,0,17131570,18247738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.0922009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3463544,0,0,0
368.0987073,22438048,0,0,0,0,0,0,16957984,20204371,13349074,0,0,0,0,0,0,0,36318481,33238655,0,37039680,0,0,0
368.1099318,0,0,0,0,8291198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.1139707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5432256
368.1198547,0,0,0,8734382,6656268,17385437,0,0,0,0,6890751,0,0,0,0,0,0,0,0,0,0,0,0,2925445
368.125192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4310538
368.1351166,21832401,55204987,50412657,9560255,25391521,0,0,10722636,13931908,5823858,18047375,0,0,0,0,0,0,39484725,26909351,29131547,33831534,24067598,41252040,0
368.1463551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12963776,0,9125284,0,0,13654481,14217694
368.1503547,0,4502799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.1562373,0,0,0,0,0,0,0,0,0,2649221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.1714491,10395905,0,0,0,6615891,0,0,0,0,0,0,0,0,0,0,0,0,0,11103952,0,0,8115759,0,0
368.2078833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4125321,0,0,0
368.2806613,0,0,0,0,0,0,0,2988984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368.3170023,0,0,3107436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.0252145,0,0,5937792,0,0,5097952,0,0,0,0,0,0,0,0,2995234,6778071,6184287,0,5711749,0,3986181,0,0,4550551
369.0285533,0,0,0,0,0,0,0,4808938,0,0,0,0,14896223,0,4549477,30507739,14338148,0,0,0,12219082,7964989,0,13489178
369.039822,0,3771895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299368,0,0,3852631,4260359,0,4897892
369.0463435,6355727,7589951,6110229,21760180,21345415,30629243,13450398,0,11764028,19970576,18829683,3639815,99345774,60047638,20779508,44622578,25866367,11480751,17623197,4695628,13764575,15982157,19127161,19594027
369.049692,0,0,0,0,0,0,0,0,0,0,5012919,0,0,0,0,0,0,0,0,0,0,0,8552315,0
369.0615969,7431331,12597076,19337764,3795014,5827100,0,0,0,0,0,0,0,8988540,7400615,4437696,15852551,9967383,8006078,9802670,8868823,11312370,7184731,11063172,10893625
369.0649301,0,0,0,0,7950752,0,0,5165589,0,0,0,0,0,0,0,0,0,0,0,22409178,0,0,37245831,0
369.0683406,0,8627293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.0728046,0,0,5369136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.076171,0,8067431,10487859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8899148,0,0,0,0,0,0
369.0795757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4501199,0,0,0,0,0,0
369.082729,86632896,130747760,120749114,202774749,255805113,218029481,124028348,144386218,141772397,146325552,252297115,49684196,471524751,388600125,115832850,338408226,181592247,134724818,153543365,85979623,146789133,130642798,185297812,204184397
369.0979835,12810196,25375108,33909834,3081517,9604814,0,2952649,4706620,4359233,0,0,0,13639580,12452430,0,21690166,10062542,14272226,14792150,12569075,16195360,7873276,17015200,15649371
369.1013444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22291667,0,0,0,0,0,0,22570334
369.1047285,2658141,0,0,0,0,0,0,0,0,0,0,0,11532706,0,0,0,8179801,0,4785118,0,0,2793314,0,0
369.109229,0,7306132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.1191146,165671408,330263969,318035039,182298885,367331051,275275224,128820698,155056341,190813853,121935951,324341699,57341696,340657583,331493732,108044336,468317010,228778223,242969846,219235053,168102403,234767162,195130255,313416624,379349871
369.1224506,0,0,0,0,0,0,0,0,0,0,0,0,23348146,19414376,0,0,46785780,0,0,11167109,0,0,0,0
369.1225038,0,0,0,0,0,0,0,0,0,0,0,3957186,0,0,0,0,0,0,0,0,0,0,0,0
369.1303346,12200447,26045872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17830216,0,20139449,0
369.1343695,12964100,27304373,40390767,0,11317248,0,3219815,0,0,0,9439699,0,11403708,9187317,0,20710758,7920902,15364613,12310014,9449742,13821005,5806365,14638524,13768829
369.1377453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20092171,0,16497410,0,0,0,0,0
369.1555001,123927072,255233489,246408324,67168557,166094621,156499462,50833913,70158591,97402573,41331823,143814634,16032284,96710095,196120971,28068431,286258050,158380326,160931098,132801302,128262686,154657639,109048752,227277772,294038417
369.1666904,5886127,15521760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9746469,6785571,0,0,0,0,0
369.1707538,5765044,12580070,20145300,0,7326386,0,0,0,0,0,3936059,0,6622941,0,0,0,5607422,5492265,3676327,0,0,0,0,5555743
369.1741089,0,0,0,0,0,0,0,0,0,0,0,0,0,44187039,0,0,0,0,0,0,0,0,0,0
369.1918859,60273232,110896642,114017449,19805014,43304783,46119477,15260695,20171562,35261181,14316430,45215762,3732088,0,120041906,0,112067505,78565726,71249213,58349374,60559930,67941268,38976465,60167143,68316083
369.2031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3492105,0,0,0,0,0,0
369.2071395,0,3565078,0,0,0,0,0,2604156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369.2282708,8292224,16350002,16433870,6424190,8531841,0,0,5260245,10448429,5006446,12270138,0,15180816,78627289,0,16580065,0,10701665,6631399,9903445,9756353,0,7040899,9573333
369.2394928,0,0,0,0,0,0,0,0,0,0,0,0,0,10818021,0,0,0,0,0,0,0,0,0,0
369.2646558,0,0,0,0,0,0,0,0,0,0,0,0,0,21058048,0,0,0,0,0,0,0,0,0,0
369.3010457,0,0,0,0,0,0,0,0,4710670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.0026594,0,0,2821569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.0238613,0,0,3776374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.0568469,0,3316481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6084030,2782813,0,5673692
370.0602369,0,0,0,0,0,0,0,0,0,0,0,2501141,0,0,0,0,0,0,0,0,0,0,0,0
370.0680982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6161306,0,0,0,0,0,0
370.0779337,6846301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10272164,0,5727449,10192856,0,0,0
370.0779758,0,0,0,0,0,0,0,0,0,0,16540120,0,0,0,0,0,0,0,0,0,0,0,0,0
370.0891756,0,0,0,0,0,0,0,0,3458272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.0932016,7272817,12174513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6740147,9130538,0,0,0,8273303,9486846
370.104458,0,7986880,12111176,0,0,0,0,0,0,0,0,0,0,0,0,10611038,0,0,0,0,0,0,0,0
370.1354646,0,0,0,3724456,0,6129775,0,0,0,2573754,3038135,0,0,0,0,5475334,0,0,0,0,0,0,0,0
370.1408223,0,5909488,9667948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5862754,0,0,0,0,0,0
370.1507139,0,0,0,6719225,0,0,0,0,0,4845639,9125928,0,0,0,0,0,0,0,0,0,0,0,0,0
370.1507665,0,0,0,0,0,0,5521859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370.1619617,0,7735436,0,0,2784197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5910169,0,0,0,0
370.1772297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3489478,0,0,0,0,0,0
370.1871406,7561836,0,0,4655521,0,0,0,0,0,0,0,0,0,0,0,0,6964933,0,0,8287532,0,0,4868063,0
370.9901109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872523,0
371.0044804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10326661,0,0,0,0,0,0,0,0,0
371.0078635,0,0,3605144,0,0,4467155,0,0,0,0,0,0,0,6857570,3606280,13395712,0,0,0,0,0,0,0,0
371.0230789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4437733,0
371.0264366,0,0,3592810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3685581,0,0,0,0,0,0
371.0408652,5047871,8117399,11029753,0,4220604,7254013,0,3029595,2621385,0,3810737,0,13236331,0,0,18136107,0,8155355,10768459,6731189,0,4147913,9213555,10926707
371.0442446,0,0,29408764,8840527,0,11533186,0,5322271,0,0,0,0,0,20668810,7534760,52640047,31931974,39082078,28377423,0,31677553,0,41590133,0
371.0476024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2705171,0,0,0,0,0
371.0554648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7581950,0
371.0588415,0,0,0,0,0,0,0,0,7194528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.0619947,15019994,13220019,12613134,44602722,45261145,52519833,32806995,29910963,27412645,36989643,47437832,11446227,0,100297117,22446264,75328839,0,18343536,30637411,12448709,27840134,24820828,36260227,35220102
371.0772491,17626606,33224647,43769885,5497715,18643310,9951020,6126944,7676485,11423673,5064664,12603417,0,25038477,21444526,6376262,40249691,23651447,22305919,29334900,21071313,30269592,13240937,25500047,30021268
371.0806001,28490226,44664779,57886753,0,0,9288881,0,0,0,0,0,0,0,20318130,0,63384927,0,56116354,51383160,38200275,47998109,30107756,58294673,51780248
371.0839898,0,0,7259044,0,0,0,0,0,0,0,0,0,0,0,0,0,439377025,0,0,0,4288545,0,0,0
371.0884413,0,0,13708073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8665624,0
371.0884982,0,9945302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.0958587,0,0,0,0,0,0,0,0,0,0,0,0,17945758,0,0,0,0,0,0,0,0,0,0,0
371.0983792,88800265,124284899,110965811,153117066,248287627,187828168,119979123,133214685,140841172,107390697,249002032,46585070,323251360,285669829,79294168,302300535,166718614,121283732,139877260,83539937,139754674,108309116,178700703,217191080
371.101706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21813915,0,0,4776611,0,0,0,0
371.1095929,7743127,0,0,0,0,19214806,0,8128491,0,0,10367036,0,9388714,0,0,0,0,0,11259288,0,0,0,0,14725554
371.1136353,30477853,55263223,70943810,8009755,26289568,7835868,6928768,12511727,13542633,4644918,18546240,3154106,25085614,25480150,7274982,55376267,23477932,35864739,32653725,30090733,38190277,15237258,37475755,36424374
371.1170015,0,0,55720005,0,0,0,0,0,0,0,0,0,0,0,0,0,44340402,0,0,0,0,0,37552558,0
371.1248475,0,0,14585933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.1347647,111324216,202700819,194919511,97020338,235884989,194332663,83862674,98855432,148488452,71571208,228010071,31740682,143633601,189549037,47719161,290692518,157334732,149664952,137931700,107468797,151162078,114371228,211251644,268907210
371.1459932,0,0,0,0,0,0,0,0,0,0,3571812,0,0,0,0,0,0,0,0,8503173,14097644,0,13414084,0
371.1500194,22236235,45037607,58165351,6431427,21482450,4722571,0,8821274,9718937,2977301,13057128,0,14945999,14537726,0,31709626,16092130,26086087,18543557,22263304,25734385,7169194,20872135,23464152
371.1534051,0,0,0,6701254,0,0,0,0,0,0,0,0,19742418,10739458,0,0,20709607,0,0,0,0,0,0,0
371.1711502,70073447,127963203,120126588,41053658,81953263,88107046,29043378,39789106,72010036,24699175,94533759,8941861,39287010,164149781,12046361,191999446,104711426,82797788,75473885,77127704,89400586,51116732,104935896,133280492
371.1823555,4606517,7278802,4504967,0,0,2887700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038496,0
371.1864045,7627258,15852375,24963723,0,7174916,0,0,3245091,0,0,7687184,0,6078320,0,0,11199466,0,8748395,5350638,5480868,7913500,0,8100836,0
371.189747,0,0,0,0,0,0,0,0,0,0,0,0,0,38564394,0,0,0,0,0,0,0,4670669,0,0
371.2075349,21195925,33409139,31172256,10765826,19422241,18440277,6446674,10094684,28220260,7006917,24876199,0,18162435,141863485,0,57716230,63373624,20282112,18809350,22913588,21069110,11052509,22227956,24087822
371.2187645,0,0,0,0,0,0,0,0,0,0,0,0,0,34058825,0,0,0,0,0,0,0,0,0,0
371.2227946,0,0,5151152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371.2439188,4592004,0,3587781,6634026,2820115,0,5805681,21696646,16831892,0,6074446,0,6750757,75762277,0,0,6761581,4296996,4375726,4141840,0,0,0,0
371.2551561,0,0,0,0,0,0,0,0,0,0,0,0,0,25596018,0,22164036,0,0,0,0,0,0,0,0
371.2803043,0,0,0,0,0,0,0,0,2943108,0,0,0,0,15068557,0,0,0,0,0,0,0,0,0,0
372.0361356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5686856,0,0,2938340,0,0,0,0,4009553
372.0394645,5394748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11368781,5509629,0,0,5302833,9067549,3911608,0,7704980
372.0572273,0,0,0,0,0,0,3759933,0,4484546,0,5035716,0,0,0,0,0,0,0,0,0,0,0,0,0
372.0724709,0,15728354,13851651,3234867,7537220,0,0,0,0,0,0,0,0,0,0,15033976,0,0,10869965,0,14053444,0,11910554,11909171
372.0758571,10603754,0,17613831,0,0,0,0,0,3362266,0,0,0,0,0,0,21167741,14938162,20207200,16683473,0,16524616,0,19773084,16546358
372.0837251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688850,0,0,0,0,0,0,0,0,0
372.0870792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4535909,0
372.0936294,7822336,0,0,14007498,20030177,23143122,11452893,12560733,8394226,0,19048555,0,0,10605588,0,23117460,14047308,0,12141541,9104090,0,0,12865962,12635207
372.1048558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6897443,0,0,0,0,0,0,0,0
372.1088744,0,0,29519912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18229889,0,0,18453872,0,17406646,18536533
372.1122347,7203864,14318102,16200235,0,0,0,0,0,0,0,0,0,0,0,0,10687661,9063271,13709445,10579449,0,12589172,0,9561273,7211608
372.1201125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2952948,0,0,0,0,0,0,0,0,0
372.130026,17944878,0,16092733,10070769,19149587,29483777,0,9561223,12040993,0,15905683,3746235,0,0,4822909,32681668,0,25143958,21838861,17442038,24243081,18900488,25561799,28705897
372.1412519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553360,0
372.1452602,10790722,18194242,24243276,0,0,0,0,3742296,0,0,3917795,0,0,0,0,10335448,0,0,0,11297538,10900379,0,9904595,12712311
372.1486455,0,0,4269264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372.156508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3943825,0,0,0,3438943,0,4558849
372.1664103,13226589,0,12996961,0,10876229,13519409,3380446,0,0,0,4861754,0,0,0,0,0,13771190,15911867,13626678,0,12706484,0,13433828,14907786
372.1776425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833045
372.1816424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2825566,0,0,0,0
372.2028073,0,0,0,3105152,0,2917984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147265,0
372.3020331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3557327,0
373.0023532,0,0,3143618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.0201307,0,0,0,3451705,0,5275147,0,0,0,0,0,0,0,0,5950525,7792091,6996357,0,3238899,0,4560680,0,4382923,3475812
373.0234824,0,5035963,6798647,0,0,0,0,0,0,0,3745247,0,0,0,3753536,0,0,0,6791287,0,0,0,0,0
373.0387496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749542,0,0,3611326,0,0,0
373.0412449,0,0,0,0,0,0,0,0,0,0,0,0,6128170,0,0,0,0,0,0,0,0,0,0,0
373.0421067,0,4818771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.0565169,16542139,27060198,30936024,5368032,15549962,14040251,6580670,6697007,7216351,3651131,13155459,0,21697977,17452114,8114528,49183627,29843897,18315831,26501148,18791360,26025427,12027437,25167784,30411718
373.0598793,0,40024555,51063771,0,0,0,0,10450099,12714212,0,0,0,39025596,30954070,11041763,79333264,0,60247099,42416160,0,47389142,22506288,62099371,51491273
373.063252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3871060,8230338,0,0,0,0,0,0,0
373.0677576,0,8570613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373.0751257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385137,0,0,0,0,0
373.0776435,11712981,0,0,30953975,33367079,37463510,24117073,26190535,22522619,20443468,40400026,6126659,60939213,49461866,13742836,60026791,29353943,16958541,20615220,9874384,18753003,14804544,27694009,28930521
373.0809856,0,0,0,0,0,0,0,0,4289407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999900
373.0929005,43187688,90864149,97455100,16434183,46435387,19756522,16700767,19335385,23235855,9866328,37298347,5914191,0,37196923,12790018,96606140,48969197,59740252,58189893,47633884,66213373,24675149,68657094,72739303
